Rank,Name,Number,Gender,Year
50,ADAM,171,Male,2020
50,ALICE,133,Female,2020
50,KAI,171,Male,2020
50,FREYA,132,Female,2020
50,JORDAN,171,Male,2020
50,MAYA,131,Female,2020
53,RILEY,165,Male,2020
53,BONNIE,131,Female,2020
54,ELI,164,Male,2020
54,STELLA,127,Female,2020
55,LOUIS,163,Male,2020
55,LUNA,124,Female,2020
56,AIDEN,161,Male,2020
56,AYLA,123,Female,2020
57,JASPER,158,Male,2020
57,BILLIE,121,Female,2020
58,AUSTIN,154,Male,2020
58,ELIZABETH,119,Female,2020
59,GABRIEL,150,Male,2020
59,MACKENZIE,118,Female,2020
60,BEAU,149,Male,2020
60,LOLA,114,Female,2020
61,MICHAEL,147,Male,2020
61,ELOISE,113,Female,2020
62,LINCOLN,143,Male,2020
62,HARRIET,112,Female,2020
63,FLYNN,142,Male,2020
63,SAVANNAH,112,Female,2020
63,ALI,142,Male,2020
63,AALIYAH,111,Female,2020
65,CARTER,141,Male,2020
65,ROSE,111,Female,2020
66,CONNOR,130,Male,2020
66,PIPER,110,Female,2020
67,CHARLES,128,Male,2020
67,DAISY,108,Female,2020
67,SONNY,128,Male,2020
67,LARA,106,Female,2020
67,SPENCER,128,Male,2020
67,MILLIE,106,Female,2020
70,JAXON,124,Male,2020
70,HALLIE,105,Female,2020
70,ZACHARY,124,Male,2020
70,ELENA,103,Female,2020
72,ASHTON,120,Male,2020
72,ARIANA,101,Female,2020
73,JUDE,117,Male,2020
73,SARAH,101,Female,2020
74,PATRICK,116,Male,2020
74,SADIE,101,Female,2020
74,LUKE,116,Male,2020
74,ANNA,100,Female,2020
74,MATTHEW,116,Male,2020
74,REMI,99,Female,2020
74,OWEN,116,Male,2020
74,PHOEBE,97,Female,2020
78,ISAIAH,113,Male,2020
78,OLIVE,96,Female,2020
79,NICHOLAS,111,Male,2020
79,IMOGEN,95,Female,2020
79,LUKA,111,Male,2020
79,ELIANA,94,Female,2020
81,LEONARDO,110,Male,2020
81,HARLOW,90,Female,2020
82,CHRISTIAN,109,Male,2020
82,ANNABELLE,89,Female,2020
83,ANGUS,107,Male,2020
83,MOLLY,89,Female,2020
83,MARCUS,107,Male,2020
83,BELLA,88,Female,2020
85,BODHI,106,Male,2020
85,ADDISON,86,Female,2020
86,THEO,104,Male,2020
86,SUMMER,84,Female,2020
87,LEON,103,Male,2020
87,CLARA,82,Female,2020
87,ASHER,103,Male,2020
87,CLAIRE,81,Female,2020
87,JAKE,103,Male,2020
87,ELIZA,81,Female,2020
87,AXEL,103,Male,2020
87,MADDISON,80,Female,2020
91,CALEB,102,Male,2020
91,GABRIELLA,80,Female,2020
91,RYDER,102,Male,2020
91,ZOEY,79,Female,2020
93,DYLAN,100,Male,2020
93,DELILAH,79,Female,2020
94,DOMINIC,99,Male,2020
94,ISABEL,77,Female,2020
94,ARI,99,Male,2020
94,CHARLIE,76,Female,2020
96,ELIAS,98,Male,2020
96,EDEN,76,Female,2020
97,FELIX,96,Male,2020
97,ADELINE,76,Female,2020
97,VINCENT,96,Male,2020
97,MAEVE,76,Female,2020
97,LENNOX,96,Male,2020
97,CHELSEA,74,Female,2020
97,ANTHONY,96,Male,2020
97,MARYAM,74,Female,2020
1,OLIVER,641,Male,2019
1,CHARLOTTE,504,Female,2019
2,NOAH,573,Male,2019
2,OLIVIA,483,Female,2019
3,WILLIAM,531,Male,2019
3,AMELIA,467,Female,2019
4,JACK,468,Male,2019
4,MIA,465,Female,2019
5,LEO,444,Male,2019
5,ISLA,408,Female,2019
6,LUCAS,418,Male,2019
6,AVA,392,Female,2019
7,HENRY,376,Male,2019
7,CHLOE,353,Female,2019
8,THOMAS,370,Male,2019
8,GRACE,323,Female,2019
9,JAMES,363,Male,2019
9,SOPHIA,319,Female,2019
10,LIAM,357,Male,2019
10,ELLA,310,Female,2019
11,ETHAN,355,Male,2019
11,ISABELLA,302,Female,2019
12,ALEXANDER,339,Male,2019
12,ZOE,299,Female,2019
13,ELIJAH,333,Male,2019
13,WILLOW,295,Female,2019
14,CHARLIE,327,Male,2019
14,HARPER,295,Female,2019
15,HARRISON,296,Male,2019
15,SOPHIE,270,Female,2019
16,HUDSON,296,Male,2019
16,MATILDA,270,Female,2019
17,THEODORE,292,Male,2019
17,EVELYN,263,Female,2019
18,ISAAC,289,Male,2019
18,RUBY,259,Female,2019
19,HUNTER,275,Male,2019
19,IVY,258,Female,2019
20,HARRY,271,Male,2019
20,EVIE,248,Female,2019
21,LEVI,269,Male,2019
21,LILY,243,Female,2019
22,ARCHIE,265,Male,2019
22,SIENNA,241,Female,2019
23,JACOB,261,Male,2019
23,EMILY,238,Female,2019
24,OSCAR,260,Male,2019
24,ARIA,237,Female,2019
25,SAMUEL,258,Male,2019
25,MILA,232,Female,2019
26,MAX,253,Male,2019
26,AUDREY,218,Female,2019
27,COOPER,249,Male,2019
27,ABIGAIL,209,Female,2019
28,MASON,239,Male,2019
28,GEORGIA,208,Female,2019
29,LUCA,232,Male,2019
29,LUCY,204,Female,2019
30,HARVEY,230,Male,2019
30,ZARA,198,Female,2019
31,GEORGE,226,Male,2019
31,SCARLETT,188,Female,2019
32,LACHLAN,223,Male,2019
32,EVA,186,Female,2019
33,SEBASTIAN,223,Male,2019
33,HANNAH,183,Female,2019
34,JOSHUA,217,Male,2019
34,ELLIE,181,Female,2019
35,BENJAMIN,216,Male,2019
35,SOFIA,179,Female,2019
36,RYAN,214,Male,2019
36,LAYLA,172,Female,2019
37,XAVIER,208,Male,2019
37,FRANKIE,169,Female,2019
38,DANIEL,199,Male,2019
38,HAZEL,166,Female,2019
39,HUGO,196,Male,2019
39,ALICE,156,Female,2019
40,ADAM,189,Male,2019
40,EMMA,155,Female,2019
41,JAYDEN,189,Male,2019
41,ISABELLE,154,Female,2019
42,LOGAN,189,Male,2019
42,LUNA,149,Female,2019
43,LOUIS,187,Male,2019
43,EMILIA,149,Female,2019
44,ARLO,186,Male,2019
44,ELSIE,142,Female,2019
45,MUHAMMAD,184,Male,2019
45,VIOLET,139,Female,2019
46,FINN,180,Male,2019
46,ELEANOR,138,Female,2019
47,JACKSON,179,Male,2019
47,ELIZABETH,136,Female,2019
48,ARCHER,176,Male,2019
48,PENELOPE,131,Female,2019
49,EDWARD,172,Male,2019
49,FREYA,131,Female,2019
50,JASPER,170,Male,2019
50,FLORENCE,129,Female,2019
51,ARTHUR,166,Male,2019
51,MAYA,126,Female,2019
52,AUSTIN,165,Male,2019
52,AURORA,125,Female,2019
53,MICHAEL,165,Male,2019
53,STELLA,121,Female,2019
54,KAI,164,Male,2019
54,MACKENZIE,120,Female,2019
55,JOSEPH,158,Male,2019
55,POPPY,116,Female,2019
56,RILEY,156,Male,2019
56,ELENA,112,Female,2019
57,ASHTON,155,Male,2019
57,JASMINE,111,Female,2019
58,CONNOR,154,Male,2019
58,PHOEBE,110,Female,2019
59,ELI,154,Male,2019
59,BILLIE,110,Female,2019
60,AIDEN,151,Male,2019
60,ARIANA,109,Female,2019
61,JAXON,147,Male,2019
61,ANNABELLE,109,Female,2019
62,CARTER,145,Male,2019
62,DAISY,106,Female,2019
63,LINCOLN,145,Male,2019
63,CLAIRE,105,Female,2019
64,GABRIEL,142,Male,2019
64,AYLA,105,Female,2019
65,JORDAN,136,Male,2019
65,SARAH,103,Female,2019
66,NICHOLAS,133,Male,2019
66,PIPER,103,Female,2019
67,ZACHARY,133,Male,2019
67,HARRIET,103,Female,2019
68,FLYNN,131,Male,2019
68,LARA,102,Female,2019
69,MATTHEW,131,Male,2019
69,BELLA,101,Female,2019
70,LEON,130,Male,2019
70,ANNA,99,Female,2019
71,CHRISTIAN,128,Male,2019
71,SAVANNAH,95,Female,2019
72,PATRICK,127,Male,2019
72,SUMMER,94,Female,2019
73,ANGUS,124,Male,2019
73,ROSE,94,Female,2019
74,BEAU,123,Male,2019
74,IMOGEN,94,Female,2019
75,OWEN,122,Male,2019
75,ALYSSA,93,Female,2019
76,ALI,119,Male,2019
76,OLIVE,91,Female,2019
77,ASHER,114,Male,2019
77,CHARLIE,91,Female,2019
78,BODHI,111,Male,2019
78,SADIE,90,Female,2019
79,LUKE,111,Male,2019
79,BONNIE,90,Female,2019
80,DYLAN,110,Male,2019
80,AALIYAH,90,Female,2019
81,FELIX,110,Male,2019
81,ELOISE,87,Female,2019
82,CHARLES,108,Male,2019
82,RILEY,86,Female,2019
83,JUDE,108,Male,2019
83,LEAH,86,Female,2019
84,MARCUS,108,Male,2019
84,VICTORIA,85,Female,2019
85,LUKA,105,Male,2019
85,VALENTINA,84,Female,2019
86,AARON,103,Male,2019
86,MADDISON,84,Female,2019
87,ELIAS,103,Male,2019
87,LOLA,84,Female,2019
88,TYLER,102,Male,2019
88,INDIANA,83,Female,2019
89,SONNY,101,Male,2019
89,EDEN,81,Female,2019
90,DOMINIC,100,Male,2019
90,ISABEL,80,Female,2019
91,LEONARDO,99,Male,2019
91,ROSIE,79,Female,2019
92,REUBEN,97,Male,2019
92,MILLIE,76,Female,2019
93,TOBY,97,Male,2019
93,CLARA,76,Female,2019
94,EZRA,96,Male,2019
94,ALEXIS,76,Female,2019
95,HAMISH,96,Male,2019
95,QUINN,74,Female,2019
96,NATHANIEL,96,Male,2019
96,GABRIELLA,74,Female,2019
97,JOHN,95,Male,2019
97,PEYTON,72,Female,2019
98,SPENCER,95,Male,2019
98,MADELINE,72,Female,2019
99,ISAIAH,94,Male,2019
99,HEIDI,72,Female,2019
100,THEO,94,Male,2019
100,CHELSEA,72,Female,2019
1,OLIVER,616,Male,2018
1,CHARLOTTE,530,Female,2018
2,WILLIAM,567,Male,2018
2,AMELIA,488,Female,2018
3,NOAH,539,Male,2018
3,OLIVIA,474,Female,2018
4,JACK,517,Male,2018
4,MIA,471,Female,2018
5,HENRY,405,Male,2018
5,AVA,430,Female,2018
6,THOMAS,404,Male,2018
6,ISLA,372,Female,2018
7,LUCAS,394,Male,2018
7,GRACE,361,Female,2018
8,LIAM,383,Male,2018
8,CHLOE,358,Female,2018
9,LEO,375,Male,2018
9,HARPER,325,Female,2018
10,ALEXANDER,370,Male,2018
10,EMILY,317,Female,2018
11,JAMES,368,Male,2018
11,SOPHIA,308,Female,2018
12,ETHAN,345,Male,2018
12,ISABELLA,300,Female,2018
13,ELIJAH,323,Male,2018
13,WILLOW,299,Female,2018
14,MASON,306,Male,2018
14,ZOE,297,Female,2018
15,HARRY,305,Male,2018
15,IVY,295,Female,2018
16,HUNTER,296,Male,2018
16,RUBY,276,Female,2018
17,ISAAC,290,Male,2018
17,ELLA,270,Female,2018
18,JACOB,288,Male,2018
18,EVELYN,263,Female,2018
19,HARRISON,287,Male,2018
19,EVIE,262,Female,2018
20,LEVI,279,Male,2018
20,SOPHIE,261,Female,2018
21,OSCAR,278,Male,2018
21,MATILDA,251,Female,2018
22,CHARLIE,277,Male,2018
22,ARIA,246,Female,2018
23,THEODORE,271,Male,2018
23,LILY,237,Female,2018
24,LACHLAN,260,Male,2018
24,GEORGIA,236,Female,2018
25,HUDSON,255,Male,2018
25,LUCY,230,Female,2018
26,ARCHIE,248,Male,2018
26,SIENNA,228,Female,2018
27,MAX,247,Male,2018
27,MILA,226,Female,2018
28,BENJAMIN,246,Male,2018
28,AUDREY,217,Female,2018
29,COOPER,242,Male,2018
29,HANNAH,212,Female,2018
30,SAMUEL,241,Male,2018
30,SCARLETT,203,Female,2018
31,RYAN,235,Male,2018
31,EMMA,202,Female,2018
32,ARCHER,234,Male,2018
32,ZARA,201,Female,2018
33,GEORGE,234,Male,2018
33,ABIGAIL,187,Female,2018
34,JOSHUA,234,Male,2018
34,LAYLA,185,Female,2018
35,XAVIER,223,Male,2018
35,EVA,180,Female,2018
36,LOGAN,222,Male,2018
36,ISABELLE,175,Female,2018
37,SEBASTIAN,219,Male,2018
37,ALICE,161,Female,2018
38,HUGO,217,Male,2018
38,EMILIA,159,Female,2018
39,DANIEL,215,Male,2018
39,VIOLET,155,Female,2018
40,FINN,201,Male,2018
40,HAZEL,154,Female,2018
41,LUCA,201,Male,2018
41,SOFIA,154,Female,2018
42,HARVEY,200,Male,2018
42,STELLA,146,Female,2018
43,JACKSON,195,Male,2018
43,ELLIE,143,Female,2018
44,MUHAMMAD,192,Male,2018
44,FRANKIE,141,Female,2018
45,JAXON,184,Male,2018
45,AURORA,140,Female,2018
46,ADAM,182,Male,2018
46,ELEANOR,140,Female,2018
47,JOSEPH,180,Male,2018
47,PENELOPE,138,Female,2018
48,KAI,176,Male,2018
48,FLORENCE,135,Female,2018
49,AIDEN,171,Male,2018
49,ANNABELLE,134,Female,2018
50,EDWARD,171,Male,2018
50,MAYA,130,Female,2018
51,ASHTON,170,Male,2018
51,ELIZABETH,124,Female,2018
52,LINCOLN,169,Male,2018
52,ROSE,123,Female,2018
53,ELI,164,Male,2018
53,LUNA,122,Female,2018
54,JAYDEN,160,Male,2018
54,ARIANA,119,Female,2018
55,AUSTIN,157,Male,2018
55,PIPER,117,Female,2018
56,LOUIS,157,Male,2018
56,FREYA,116,Female,2018
57,ZACHARY,156,Male,2018
57,SAVANNAH,116,Female,2018
58,JORDAN,155,Male,2018
58,PHOEBE,115,Female,2018
59,ARLO,154,Male,2018
59,AYLA,113,Female,2018
60,CARTER,150,Male,2018
60,DAISY,110,Female,2018
61,RILEY,148,Male,2018
61,POPPY,108,Female,2018
62,MICHAEL,147,Male,2018
62,SARAH,107,Female,2018
63,CHARLES,143,Male,2018
63,ELOISE,106,Female,2018
64,ALI,139,Male,2018
64,JASMINE,104,Female,2018
65,NICHOLAS,139,Male,2018
65,ELSIE,102,Female,2018
66,JASPER,137,Male,2018
66,CLAIRE,101,Female,2018
67,DYLAN,136,Male,2018
67,VICTORIA,98,Female,2018
68,PATRICK,136,Male,2018
68,ELENA,97,Female,2018
69,GABRIEL,135,Male,2018
69,LARA,97,Female,2018
70,MATTHEW,133,Male,2018
70,IMOGEN,94,Female,2018
71,OWEN,132,Male,2018
71,MACKENZIE,94,Female,2018
72,CONNOR,131,Male,2018
72,MADDISON,93,Female,2018
73,ARTHUR,125,Male,2018
73,AALIYAH,91,Female,2018
74,DARCY,125,Male,2018
74,HARRIET,90,Female,2018
75,LUKE,123,Male,2018
75,BILLIE,88,Female,2018
76,BEAU,122,Male,2018
76,CHELSEA,88,Female,2018
77,FLYNN,121,Male,2018
77,OLIVE,88,Female,2018
78,SPENCER,114,Male,2018
78,ELIZA,87,Female,2018
79,TOBY,113,Male,2018
79,INDIANA,87,Female,2018
80,TYLER,113,Male,2018
80,LOLA,87,Female,2018
81,ANGUS,111,Male,2018
81,THEA,87,Female,2018
82,PHOENIX,111,Male,2018
82,ALYSSA,84,Female,2018
83,CHRISTIAN,109,Male,2018
83,SUMMER,84,Female,2018
84,NATHAN,109,Male,2018
84,CLARA,83,Female,2018
85,SONNY,109,Male,2018
85,EDEN,82,Female,2018
86,ANTHONY,107,Male,2018
86,ANNA,81,Female,2018
87,LEON,106,Male,2018
87,BELLA,81,Female,2018
88,MARCUS,106,Male,2018
88,MADELEINE,80,Female,2018
89,NATE,105,Male,2018
89,MADISON,79,Female,2018
90,ASHER,104,Male,2018
90,ADELINE,77,Female,2018
91,JUDE,102,Male,2018
91,MARYAM,77,Female,2018
92,JAKE,101,Male,2018
92,ADDISON,76,Female,2018
93,BODHI,94,Male,2018
93,GABRIELLA,76,Female,2018
94,CALEB,94,Male,2018
94,ALEXIS,75,Female,2018
95,HAMISH,92,Male,2018
95,CHARLIE,74,Female,2018
96,NATHANIEL,92,Male,2018
96,HAYLEY,73,Female,2018
97,DAVID,91,Male,2018
97,BONNIE,71,Female,2018
98,LEONARDO,91,Male,2018
98,HARLOW,71,Female,2018
99,MAXWELL,91,Male,2018
99,KIARA,71,Female,2018
100,VINCENT,90,Male,2018
100,QUINN,70,Female,2018
1,OLIVER,672,Male,2017
1,CHARLOTTE,577,Female,2017
2,WILLIAM,558,Male,2017
2,OLIVIA,550,Female,2017
3,NOAH,541,Male,2017
3,AVA,464,Female,2017
4,JACK,474,Male,2017
4,AMELIA,442,Female,2017
5,JAMES,403,Male,2017
5,MIA,418,Female,2017
6,HENRY,399,Male,2017
6,ISLA,392,Female,2017
7,THOMAS,393,Male,2017
7,CHLOE,378,Female,2017
8,LUCAS,381,Male,2017
8,GRACE,353,Female,2017
9,ETHAN,364,Male,2017
9,ELLA,351,Female,2017
10,ALEXANDER,354,Male,2017
10,ZOE,339,Female,2017
11,LIAM,342,Male,2017
11,ISABELLA,334,Female,2017
12,LACHLAN,341,Male,2017
12,HARPER,308,Female,2017
13,HARRISON,333,Male,2017
13,SOPHIE,299,Female,2017
14,LEO,328,Male,2017
14,EMILY,293,Female,2017
15,ISAAC,326,Male,2017
15,SOPHIA,288,Female,2017
16,HUNTER,301,Male,2017
16,RUBY,287,Female,2017
17,SAMUEL,299,Male,2017
17,EVELYN,284,Female,2017
18,JACOB,289,Male,2017
18,IVY,282,Female,2017
19,MASON,281,Male,2017
19,EVIE,280,Female,2017
20,CHARLIE,278,Male,2017
20,SIENNA,273,Female,2017
21,ELIJAH,276,Male,2017
21,WILLOW,272,Female,2017
22,HARRY,275,Male,2017
22,LILY,258,Female,2017
23,LEVI,270,Male,2017
23,ARIA,248,Female,2017
24,XAVIER,259,Male,2017
24,EMMA,248,Female,2017
25,OSCAR,257,Male,2017
25,MATILDA,238,Female,2017
26,JOSHUA,253,Male,2017
26,GEORGIA,229,Female,2017
27,HARVEY,250,Male,2017
27,AUDREY,224,Female,2017
28,ARCHIE,247,Male,2017
28,HANNAH,213,Female,2017
29,GEORGE,246,Male,2017
29,ISABELLE,207,Female,2017
30,RYAN,245,Male,2017
30,ZARA,207,Female,2017
31,COOPER,244,Male,2017
31,MILA,203,Female,2017
32,MAX,242,Male,2017
32,SCARLETT,203,Female,2017
33,SEBASTIAN,242,Male,2017
33,EVA,198,Female,2017
34,BENJAMIN,241,Male,2017
34,LUCY,198,Female,2017
35,HUDSON,229,Male,2017
35,ABIGAIL,194,Female,2017
36,LOGAN,225,Male,2017
36,LAYLA,185,Female,2017
37,THEODORE,213,Male,2017
37,ALICE,160,Female,2017
38,JAYDEN,206,Male,2017
38,SOFIA,157,Female,2017
39,FINN,199,Male,2017
39,ANNABELLE,150,Female,2017
40,ARCHER,198,Male,2017
40,MAYA,142,Female,2017
41,HUGO,196,Male,2017
41,VIOLET,141,Female,2017
42,DANIEL,195,Male,2017
42,PHOEBE,132,Female,2017
43,ADAM,189,Male,2017
43,ELIZABETH,131,Female,2017
44,JACKSON,189,Male,2017
44,ELLIE,131,Female,2017
45,RILEY,182,Male,2017
45,STELLA,127,Female,2017
46,JAXON,181,Male,2017
46,SARAH,120,Female,2017
47,JOSEPH,180,Male,2017
47,AURORA,119,Female,2017
48,ARLO,177,Male,2017
48,ANNA,118,Female,2017
49,EDWARD,174,Male,2017
49,CLAIRE,118,Female,2017
50,LINCOLN,171,Male,2017
50,PIPER,118,Female,2017
51,AIDEN,169,Male,2017
51,SAVANNAH,118,Female,2017
52,ELI,168,Male,2017
52,HAZEL,117,Female,2017
53,KAI,168,Male,2017
53,JASMINE,116,Female,2017
54,LUCA,167,Male,2017
54,MACKENZIE,114,Female,2017
55,ASHTON,166,Male,2017
55,PENELOPE,114,Female,2017
56,MATTHEW,164,Male,2017
56,EMILIA,112,Female,2017
57,MICHAEL,161,Male,2017
57,POPPY,112,Female,2017
58,CONNOR,160,Male,2017
58,FLORENCE,108,Female,2017
59,TYLER,160,Male,2017
59,CHELSEA,107,Female,2017
60,ZACHARY,158,Male,2017
60,ELEANOR,107,Female,2017
61,GABRIEL,157,Male,2017
61,SUMMER,106,Female,2017
62,MUHAMMAD,156,Male,2017
62,FRANKIE,105,Female,2017
63,FLYNN,153,Male,2017
63,IMOGEN,105,Female,2017
64,ALI,147,Male,2017
64,HARRIET,104,Female,2017
65,PATRICK,147,Male,2017
65,AALIYAH,101,Female,2017
66,AUSTIN,145,Male,2017
66,ALEXIS,101,Female,2017
67,DYLAN,145,Male,2017
67,ELSIE,101,Female,2017
68,CHRISTIAN,137,Male,2017
68,MADDISON,101,Female,2017
69,JASPER,137,Male,2017
69,ARIANA,100,Female,2017
70,NICHOLAS,134,Male,2017
70,ELOISE,100,Female,2017
71,LOUIS,133,Male,2017
71,LUNA,100,Female,2017
72,TOBY,129,Male,2017
72,LARA,98,Female,2017
73,HAMISH,125,Male,2017
73,BELLA,96,Female,2017
74,JORDAN,125,Male,2017
74,DAISY,95,Female,2017
75,BEAU,123,Male,2017
75,ROSE,95,Female,2017
76,CARTER,121,Male,2017
76,INDIANA,93,Female,2017
77,CHARLES,118,Male,2017
77,LOLA,92,Female,2017
78,DARCY,114,Male,2017
78,ADDISON,91,Female,2017
79,OWEN,113,Male,2017
79,MADELEINE,91,Female,2017
80,ISAIAH,112,Male,2017
80,BONNIE,90,Female,2017
81,JAKE,111,Male,2017
81,ELENA,89,Female,2017
82,AARON,108,Male,2017
82,MADISON,88,Female,2017
83,JOHN,108,Male,2017
83,AYLA,87,Female,2017
84,MARCUS,107,Male,2017
84,EDEN,87,Female,2017
85,LUKE,106,Male,2017
85,MARYAM,86,Female,2017
86,ANGUS,103,Male,2017
86,LILLIAN,83,Female,2017
87,FELIX,102,Male,2017
87,OLIVE,83,Female,2017
88,ARTHUR,101,Male,2017
88,BILLIE,81,Female,2017
89,ANTHONY,99,Male,2017
89,LILLY,81,Female,2017
90,BODHI,98,Male,2017
90,FREYA,79,Female,2017
91,CALEB,98,Male,2017
91,ALYSSA,78,Female,2017
92,NATHANIEL,98,Male,2017
92,ELIZA,77,Female,2017
93,JUDE,97,Male,2017
93,ISABEL,77,Female,2017
94,VINCENT,97,Male,2017
94,ZAHRA,77,Female,2017
95,DOMINIC,96,Male,2017
95,VICTORIA,76,Female,2017
96,LEON,95,Male,2017
96,JESSICA,75,Female,2017
97,NATE,95,Male,2017
97,HARLOW,74,Female,2017
98,HARLEY,93,Male,2017
98,MILLIE,73,Female,2017
99,NIXON,93,Male,2017
99,MARIAM,72,Female,2017
100,PHOENIX,91,Male,2017
100,ELIANA,71,Female,2017
1,OLIVER,691,Male,2016
1,OLIVIA,652,Female,2016
2,WILLIAM,591,Male,2016
2,CHARLOTTE,589,Female,2016
3,NOAH,537,Male,2016
3,AMELIA,497,Female,2016
4,JACK,527,Male,2016
4,AVA,482,Female,2016
5,LUCAS,473,Male,2016
5,MIA,454,Female,2016
6,JAMES,455,Male,2016
6,CHLOE,440,Female,2016
7,ETHAN,435,Male,2016
7,EMILY,397,Female,2016
8,THOMAS,424,Male,2016
8,GRACE,361,Female,2016
9,ALEXANDER,386,Male,2016
9,ISLA,360,Female,2016
10,LEO,371,Male,2016
10,RUBY,353,Female,2016
11,LACHLAN,370,Male,2016
11,ISABELLA,345,Female,2016
12,ISAAC,364,Male,2016
12,ZOE,341,Female,2016
13,LIAM,361,Male,2016
13,SOPHIA,337,Female,2016
14,JACOB,358,Male,2016
14,EVIE,332,Female,2016
15,SAMUEL,350,Male,2016
15,IVY,330,Female,2016
16,HARRISON,346,Male,2016
16,SOPHIE,325,Female,2016
17,BENJAMIN,345,Male,2016
17,ELLA,322,Female,2016
18,HENRY,331,Male,2016
18,EVELYN,309,Female,2016
19,JOSHUA,317,Male,2016
19,HARPER,293,Female,2016
20,MAX,313,Male,2016
20,SIENNA,288,Female,2016
21,MASON,308,Male,2016
21,MATILDA,281,Female,2016
22,HUNTER,306,Male,2016
22,SCARLETT,281,Female,2016
23,COOPER,299,Male,2016
23,ZARA,262,Female,2016
24,LEVI,296,Male,2016
24,LILY,257,Female,2016
25,CHARLIE,286,Male,2016
25,GEORGIA,253,Female,2016
26,RYAN,282,Male,2016
26,EVA,239,Female,2016
27,HARRY,276,Male,2016
27,EMMA,233,Female,2016
28,HUDSON,272,Male,2016
28,HANNAH,230,Female,2016
29,DANIEL,271,Male,2016
29,LUCY,220,Female,2016
30,OSCAR,260,Male,2016
30,LAYLA,217,Female,2016
31,JAYDEN,259,Male,2016
31,WILLOW,213,Female,2016
32,ELIJAH,255,Male,2016
32,ABIGAIL,210,Female,2016
33,XAVIER,252,Male,2016
33,ARIA,207,Female,2016
34,ARCHIE,249,Male,2016
34,AUDREY,200,Female,2016
35,RILEY,234,Male,2016
35,ISABELLE,200,Female,2016
36,SEBASTIAN,222,Male,2016
36,ANNABELLE,172,Female,2016
37,GEORGE,207,Male,2016
37,SOFIA,169,Female,2016
38,JACKSON,206,Male,2016
38,ALICE,168,Female,2016
39,AIDEN,199,Male,2016
39,MILA,166,Female,2016
40,ZACHARY,199,Male,2016
40,ELLIE,158,Female,2016
41,LOGAN,198,Male,2016
41,STELLA,156,Female,2016
42,JOSEPH,194,Male,2016
42,JASMINE,149,Female,2016
43,ADAM,191,Male,2016
43,SAVANNAH,148,Female,2016
44,FINN,191,Male,2016
44,VIOLET,146,Female,2016
45,ARCHER,186,Male,2016
45,MADDISON,144,Female,2016
46,THEODORE,186,Male,2016
46,ELEANOR,135,Female,2016
47,ASHTON,182,Male,2016
47,ELIZABETH,135,Female,2016
48,LUCA,180,Male,2016
48,EMILIA,133,Female,2016
49,PATRICK,180,Male,2016
49,IMOGEN,133,Female,2016
50,HUGO,178,Male,2016
50,MAYA,131,Female,2016
51,KAI,176,Male,2016
51,PIPER,128,Female,2016
52,LINCOLN,174,Male,2016
52,PENELOPE,124,Female,2016
53,MATTHEW,174,Male,2016
53,MACKENZIE,122,Female,2016
54,CONNOR,172,Male,2016
54,ROSE,118,Female,2016
55,HARVEY,172,Male,2016
55,SARAH,118,Female,2016
56,EDWARD,171,Male,2016
56,ANNA,117,Female,2016
57,MUHAMMAD,171,Male,2016
57,ARIANA,117,Female,2016
58,FLYNN,170,Male,2016
58,PHOEBE,117,Female,2016
59,ARLO,166,Male,2016
59,FRANKIE,116,Female,2016
60,LOUIS,164,Male,2016
60,POPPY,116,Female,2016
61,AUSTIN,162,Male,2016
61,CLAIRE,114,Female,2016
62,NICHOLAS,160,Male,2016
62,ALEXIS,113,Female,2016
63,MICHAEL,159,Male,2016
63,BELLA,112,Female,2016
64,NATE,156,Male,2016
64,CHELSEA,108,Female,2016
65,BEAU,155,Male,2016
65,HAZEL,108,Female,2016
66,JAXON,155,Male,2016
66,MADELEINE,107,Female,2016
67,TYLER,155,Male,2016
67,INDIANA,104,Female,2016
68,CHRISTIAN,153,Male,2016
68,ADDISON,101,Female,2016
69,ELI,153,Male,2016
69,MADISON,101,Female,2016
70,DYLAN,152,Male,2016
70,ELSIE,100,Female,2016
71,FELIX,152,Male,2016
71,LARA,100,Female,2016
72,JORDAN,148,Male,2016
72,JESSICA,98,Female,2016
73,OWEN,147,Male,2016
73,AALIYAH,96,Female,2016
74,ALI,144,Male,2016
74,SUMMER,96,Female,2016
75,LUKE,144,Male,2016
75,ALYSSA,95,Female,2016
76,GABRIEL,141,Male,2016
76,BILLIE,95,Female,2016
77,ANGUS,138,Male,2016
77,ELOISE,95,Female,2016
78,CHARLES,138,Male,2016
78,EDEN,93,Female,2016
79,DOMINIC,134,Male,2016
79,AISHA,92,Female,2016
80,JASPER,130,Male,2016
80,AURORA,92,Female,2016
81,AARON,126,Male,2016
81,HARRIET,92,Female,2016
82,CARTER,126,Male,2016
82,FLORENCE,89,Female,2016
83,ANTHONY,116,Male,2016
83,VICTORIA,89,Female,2016
84,CHASE,116,Male,2016
84,DAISY,88,Female,2016
85,BLAKE,115,Male,2016
85,LOLA,85,Female,2016
86,MARCUS,112,Male,2016
86,MADELINE,83,Female,2016
87,CALEB,111,Male,2016
87,AYLA,81,Female,2016
88,TOBY,109,Male,2016
